filepath,gill_discolouration,lesions,red_spots,ulcers,black_gills,white_spots,lethargy
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (35).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (14).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (89).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (92).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (63).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (27).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (87).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (44).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (43).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (2).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (96).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (103).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (85).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (69).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (70).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (47).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (6).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (79).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (71).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (42).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (93).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (97).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (56).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (13).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (100).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (65).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (15).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (95).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (52).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (51).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (23).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (19).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (31).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (91).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (90).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (101).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (74).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (29).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (46).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (108).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (26).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (61).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (58).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (53).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (102).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (17).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (72).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (67).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (50).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (107).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (11).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (30).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (12).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (64).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (39).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (94).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (45).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (3).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (84).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (76).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (99).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (9).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (78).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (80).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (33).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (18).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (34).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (4).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (20).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (59).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (24).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (41).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (55).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (86).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (83).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (104).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (75).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (82).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (7).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (106).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (60).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (36).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (54).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (98).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (8).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (57).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (1).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (88).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (49).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (21).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (37).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (22).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (48).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (68).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (62).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (66).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (10).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (77).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (28).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (81).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (16).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (105).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (32).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (73).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (25).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (5).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (109).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/WSSV/WSSV (40).jpg,0,0,0,0,0,1,1
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (15).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (44).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (29).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (68).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (103).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (64).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (81).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (65).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (99).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (91).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (78).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (14).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (104).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (63).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (47).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (79).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (33).jpg,0,0,0,0,1,0,0
