cycle_id,species,season,management_quality,fault_injected,fault_type,harvest_weight_g,harvest_survival,total_stress_hours,final_do_surface,final_tan_mgl,final_ph
1050,Penaeus_monodon,winter,very_poor,False,none,21.31,1.0,0.0,4.08,0.51,7.97
1051,Litopenaeus_vannamei,summer,poor,True,sensor_fault,21.31,1.0,0.0,4.27,0.53,7.97
1052,Litopenaeus_vannamei,summer,poor,False,none,21.31,1.0,0.0,4.13,0.537,7.97
1053,Penaeus_monodon,northeast,poor,True,stratification_collapse,21.31,1.0,0.0,4.43,0.511,7.97
1054,Litopenaeus_vannamei,summer,good,False,none,21.31,1.0,0.0,4.14,0.516,7.97
1055,Litopenaeus_vannamei,summer,poor,False,none,21.31,1.0,0.0,3.89,0.544,7.97
1056,Litopenaeus_vannamei,monsoon,poor,False,none,21.31,1.0,0.0,4.39,0.535,7.97
1057,Litopenaeus_vannamei,winter,poor,False,none,21.31,1.0,0.0,4.51,0.519,7.97
1058,Penaeus_monodon,monsoon,good,False,none,21.31,1.0,0.0,4.5,0.504,7.97
1059,Litopenaeus_vannamei,summer,excellent,False,none,21.31,1.0,0.0,4.34,0.521,7.97
1060,Litopenaeus_vannamei,monsoon,excellent,False,none,21.31,1.0,0.0,4.79,0.513,7.97
1061,Penaeus_monodon,northeast,good,True,stratification_collapse,21.31,1.0,0.0,4.52,0.507,7.97
1062,Litopenaeus_vannamei,monsoon,poor,False,none,21.31,1.0,0.0,4.19,0.534,7.97
1063,Litopenaeus_vannamei,monsoon,very_poor,False,none,21.31,1.0,0.0,4.28,0.551,7.97
1064,Litopenaeus_vannamei,summer,poor,False,none,21.31,1.0,0.0,4.33,0.532,7.97
1065,Litopenaeus_vannamei,northeast,good,False,none,21.31,1.0,0.0,4.13,0.522,7.97
1066,Penaeus_monodon,winter,very_poor,False,none,21.31,1.0,0.0,4.33,0.526,7.97
1067,Litopenaeus_vannamei,northeast,very_poor,False,none,21.31,1.0,0.0,4.2,0.543,7.97
1068,Penaeus_monodon,winter,good,False,none,21.31,1.0,0.0,4.2,0.506,7.97
1069,Penaeus_monodon,monsoon,very_poor,False,none,21.31,1.0,0.0,4.47,0.518,7.97
1070,Penaeus_monodon,summer,very_poor,False,none,21.31,1.0,0.0,4.19,0.507,7.97
1071,Litopenaeus_vannamei,winter,very_poor,False,none,21.31,1.0,0.0,4.1,0.521,7.97
1072,Penaeus_monodon,winter,excellent,False,none,21.31,1.0,0.0,4.14,0.503,7.97
1073,Penaeus_monodon,summer,poor,False,none,21.31,1.0,0.0,4.38,0.52,7.97
1074,Penaeus_monodon,northeast,good,False,none,21.31,1.0,0.0,4.57,0.503,7.97
1075,Penaeus_monodon,summer,good,True,stratification_collapse,21.31,1.0,0.0,4.45,0.506,7.97
1076,Penaeus_monodon,monsoon,excellent,False,none,21.31,1.0,0.0,4.7,0.502,7.97
1077,Litopenaeus_vannamei,monsoon,poor,False,none,21.31,1.0,0.0,4.45,0.536,7.97
1078,Litopenaeus_vannamei,monsoon,very_poor,False,none,21.31,1.0,0.0,4.56,0.56,7.97
1079,Penaeus_monodon,summer,good,False,none,21.31,1.0,0.0,4.09,0.509,7.97
1080,Penaeus_monodon,northeast,excellent,False,none,21.31,1.0,0.0,4.8,0.504,7.97
1081,Penaeus_monodon,northeast,excellent,False,none,21.31,1.0,0.0,4.42,0.503,7.97
1082,Litopenaeus_vannamei,summer,very_poor,False,none,21.31,1.0,0.0,3.52,0.543,7.97
1083,Litopenaeus_vannamei,northeast,very_poor,True,stratification_collapse,21.31,1.0,0.0,4.42,0.571,7.97
1084,Litopenaeus_vannamei,winter,very_poor,False,none,21.31,1.0,0.0,4.25,0.535,7.97
1085,Penaeus_monodon,summer,excellent,False,none,21.31,1.0,0.0,4.48,0.506,7.97
1086,Penaeus_monodon,northeast,very_poor,True,stratification_collapse,21.31,1.0,0.0,4.27,0.526,7.97
1087,Litopenaeus_vannamei,summer,poor,False,none,21.31,1.0,0.0,4.15,0.518,7.97
1088,Penaeus_monodon,northeast,very_poor,False,none,21.31,1.0,0.0,4.3,0.525,7.97
1089,Penaeus_monodon,winter,very_poor,False,none,21.31,1.0,0.0,4.36,0.54,7.97
1090,Penaeus_monodon,monsoon,very_poor,True,stratification_collapse,21.31,1.0,0.0,4.68,0.525,7.97
1091,Penaeus_monodon,summer,poor,False,none,21.31,1.0,0.0,4.55,0.52,7.97
1092,Penaeus_monodon,northeast,good,False,none,21.31,1.0,0.0,4.42,0.509,7.97
1093,Penaeus_monodon,winter,poor,False,none,21.31,1.0,0.0,4.53,0.524,7.97
1094,Penaeus_monodon,winter,excellent,False,none,21.31,1.0,0.0,4.36,0.509,7.97
1095,Litopenaeus_vannamei,monsoon,excellent,False,none,21.31,1.0,0.0,4.77,0.524,7.97
1096,Penaeus_monodon,summer,very_poor,False,none,21.31,1.0,0.0,4.25,0.515,7.97
1097,Litopenaeus_vannamei,summer,very_poor,False,none,21.31,1.0,0.0,4.19,0.539,7.97
1098,Litopenaeus_vannamei,northeast,poor,False,none,21.31,1.0,0.0,4.09,0.528,7.97
1099,Penaeus_monodon,monsoon,good,False,none,21.31,1.0,0.0,4.73,0.509,7.97
1100,Litopenaeus_vannamei,monsoon,good,False,none,21.31,1.0,0.0,4.67,0.511,7.97
1101,Penaeus_monodon,winter,poor,False,none,21.31,1.0,0.0,4.41,0.518,7.97
1102,Penaeus_monodon,monsoon,very_poor,False,none,21.31,1.0,0.0,4.63,0.514,7.97
1103,Penaeus_monodon,winter,very_poor,True,stratification_collapse,21.31,1.0,0.0,4.61,0.506,7.97
1104,Penaeus_monodon,northeast,poor,False,none,21.31,1.0,0.0,4.71,0.519,7.97
1105,Litopenaeus_vannamei,summer,poor,False,none,21.31,1.0,0.0,4.02,0.534,7.97
1106,Penaeus_monodon,winter,poor,False,none,21.31,1.0,0.0,4.04,0.511,7.97
1107,Litopenaeus_vannamei,winter,poor,False,none,21.31,1.0,0.0,4.46,0.518,7.97
1108,Litopenaeus_vannamei,northeast,very_poor,False,none,21.31,1.0,0.0,4.14,0.538,7.97
1109,Penaeus_monodon,summer,very_poor,True,stratification_collapse,21.31,1.0,0.0,4.2,0.518,7.97
1110,Penaeus_monodon,monsoon,excellent,False,none,21.31,1.0,0.0,4.51,0.504,7.97
1111,Litopenaeus_vannamei,monsoon,poor,True,stratification_collapse,21.31,1.0,0.0,4.17,0.547,7.97
1112,Penaeus_monodon,summer,poor,False,none,21.31,1.0,0.0,4.16,0.507,7.97
1113,Litopenaeus_vannamei,summer,good,False,none,21.31,1.0,0.0,4.33,0.513,7.97
1114,Penaeus_monodon,winter,very_poor,False,none,21.31,1.0,0.0,4.45,0.513,7.97
1115,Penaeus_monodon,northeast,excellent,True,stratification_collapse,21.31,1.0,0.0,4.59,0.509,7.97
1116,Penaeus_monodon,northeast,excellent,False,none,21.31,1.0,0.0,4.48,0.506,7.97
1117,Penaeus_monodon,summer,poor,False,none,21.31,1.0,0.0,4.18,0.509,7.97
1118,Litopenaeus_vannamei,summer,good,True,stratification_collapse,21.31,1.0,0.0,3.66,0.515,7.97
1119,Litopenaeus_vannamei,summer,poor,True,sensor_fault,21.31,1.0,0.0,4.41,0.523,7.97
1120,Litopenaeus_vannamei,winter,excellent,False,none,21.31,1.0,0.0,4.06,0.508,7.97
1121,Litopenaeus_vannamei,summer,poor,False,none,21.31,1.0,0.0,3.74,0.533,7.97
1122,Penaeus_monodon,summer,poor,False,none,21.31,1.0,0.0,3.91,0.517,7.97
1123,Penaeus_monodon,northeast,excellent,False,none,21.31,1.0,0.0,4.47,0.505,7.97
1124,Litopenaeus_vannamei,northeast,very_poor,True,stratification_collapse,21.31,1.0,0.0,3.8,0.588,7.97
1125,Litopenaeus_vannamei,northeast,very_poor,False,none,21.31,1.0,0.0,4.36,0.546,7.97
1126,Penaeus_monodon,summer,good,True,stratification_collapse,21.31,1.0,0.0,3.85,0.509,7.97
1127,Penaeus_monodon,monsoon,poor,False,none,21.31,1.0,0.0,4.45,0.509,7.97
1128,Litopenaeus_vannamei,monsoon,very_poor,False,none,21.31,1.0,0.0,4.34,0.557,7.97
1129,Penaeus_monodon,northeast,good,False,none,21.31,1.0,0.0,4.44,0.506,7.97
1130,Penaeus_monodon,winter,poor,False,none,21.31,1.0,0.0,4.53,0.511,7.97
1131,Litopenaeus_vannamei,summer,poor,False,none,21.31,1.0,0.0,3.88,0.535,7.97
1132,Litopenaeus_vannamei,summer,poor,False,none,21.31,1.0,0.0,4.07,0.544,7.97
1133,Penaeus_monodon,winter,poor,False,none,21.31,1.0,0.0,4.46,0.518,7.97
1134,Litopenaeus_vannamei,monsoon,poor,False,none,21.31,1.0,0.0,4.21,0.546,7.97
1135,Penaeus_monodon,monsoon,good,False,none,21.31,1.0,0.0,4.48,0.509,7.97
1136,Litopenaeus_vannamei,summer,poor,False,none,21.31,1.0,0.0,4.35,0.539,7.97
1137,Penaeus_monodon,monsoon,poor,False,none,21.31,1.0,0.0,4.59,0.511,7.97
1138,Penaeus_monodon,northeast,very_poor,False,none,21.31,1.0,0.0,4.43,0.514,7.97
1139,Litopenaeus_vannamei,winter,good,False,none,21.31,1.0,0.0,4.37,0.521,7.97
1140,Penaeus_monodon,monsoon,poor,False,none,21.31,1.0,0.0,4.74,0.513,7.97
1141,Penaeus_monodon,monsoon,excellent,False,none,21.31,1.0,0.0,4.77,0.511,7.97
1142,Litopenaeus_vannamei,monsoon,poor,False,none,21.31,1.0,0.0,4.57,0.524,7.97
1143,Litopenaeus_vannamei,northeast,very_poor,True,stratification_collapse,21.31,1.0,0.0,4.27,0.532,7.97
1144,Penaeus_monodon,winter,very_poor,False,none,21.31,1.0,0.0,3.97,0.539,7.97
1145,Litopenaeus_vannamei,northeast,poor,False,none,21.31,1.0,0.0,4.01,0.536,7.97
1146,Penaeus_monodon,winter,excellent,False,none,21.31,1.0,0.0,4.4,0.502,7.97
1147,Litopenaeus_vannamei,winter,poor,True,stratification_collapse,21.31,1.0,0.0,3.72,0.535,7.97
1148,Penaeus_monodon,northeast,good,False,none,21.31,1.0,0.0,4.74,0.508,7.97
1149,Litopenaeus_vannamei,northeast,poor,False,none,21.31,1.0,0.0,4.55,0.524,7.97
1150,Litopenaeus_vannamei,winter,excellent,False,none,21.31,1.0,0.0,4.12,0.526,7.97
1151,Litopenaeus_vannamei,monsoon,poor,True,sensor_fault,21.31,1.0,0.0,4.49,0.54,7.97
1152,Litopenaeus_vannamei,northeast,very_poor,False,none,21.31,1.0,0.0,4.43,0.549,7.97
1153,Litopenaeus_vannamei,winter,very_poor,False,none,21.31,1.0,0.0,4.31,0.529,7.97
1154,Litopenaeus_vannamei,summer,very_poor,False,none,21.31,1.0,0.0,3.54,0.568,7.97
1155,Litopenaeus_vannamei,northeast,good,False,none,21.31,1.0,0.0,4.23,0.532,7.97
1156,Litopenaeus_vannamei,winter,poor,True,stratification_collapse,21.31,1.0,0.0,3.81,0.54,7.97
1157,Penaeus_monodon,monsoon,excellent,False,none,21.31,1.0,0.0,4.8,0.502,7.97
1158,Penaeus_monodon,summer,excellent,False,none,21.31,1.0,0.0,4.17,0.51,7.97
1159,Litopenaeus_vannamei,winter,very_poor,False,none,21.31,1.0,0.0,4.0,0.559,7.97
1160,Penaeus_monodon,monsoon,very_poor,False,none,21.31,1.0,0.0,4.76,0.523,7.97
1161,Penaeus_monodon,summer,good,False,none,21.31,1.0,0.0,4.23,0.507,7.97
1162,Penaeus_monodon,summer,excellent,False,none,21.31,1.0,0.0,4.32,0.509,7.97
1163,Litopenaeus_vannamei,monsoon,very_poor,False,none,21.31,1.0,0.0,4.67,0.552,7.97
1164,Litopenaeus_vannamei,monsoon,good,False,none,21.31,1.0,0.0,4.52,0.517,7.97
1165,Litopenaeus_vannamei,northeast,good,False,none,21.31,1.0,0.0,4.64,0.514,7.97
1166,Litopenaeus_vannamei,northeast,excellent,False,none,21.31,1.0,0.0,4.29,0.519,7.97
1167,Litopenaeus_vannamei,winter,excellent,False,none,21.31,1.0,0.0,4.28,0.513,7.97
1168,Litopenaeus_vannamei,monsoon,excellent,False,none,21.31,1.0,0.0,4.28,0.511,7.97
1169,Litopenaeus_vannamei,summer,poor,False,none,21.31,1.0,0.0,4.24,0.536,7.97
1170,Litopenaeus_vannamei,monsoon,good,False,none,21.31,1.0,0.0,4.77,0.516,7.97
1171,Penaeus_monodon,winter,good,False,none,21.31,1.0,0.0,4.5,0.503,7.97
1172,Penaeus_monodon,northeast,good,False,none,21.31,1.0,0.0,4.5,0.505,7.97
1173,Penaeus_monodon,monsoon,very_poor,False,none,21.31,1.0,0.0,4.62,0.509,7.97
1174,Litopenaeus_vannamei,winter,poor,False,none,21.31,1.0,0.0,4.12,0.526,7.97
1175,Penaeus_monodon,northeast,poor,False,none,21.31,1.0,0.0,4.79,0.506,7.97
1176,Litopenaeus_vannamei,monsoon,excellent,False,none,21.31,1.0,0.0,4.75,0.515,7.97
1177,Penaeus_monodon,northeast,very_poor,False,none,21.31,1.0,0.0,4.56,0.516,7.97
1178,Penaeus_monodon,northeast,poor,False,none,21.31,1.0,0.0,4.26,0.522,7.97
1179,Litopenaeus_vannamei,summer,good,False,none,21.31,1.0,0.0,3.83,0.516,7.97
1180,Penaeus_monodon,winter,very_poor,False,none,21.31,1.0,0.0,4.04,0.508,7.97
1181,Penaeus_monodon,summer,poor,False,none,21.31,1.0,0.0,4.46,0.509,7.97
1182,Litopenaeus_vannamei,summer,excellent,True,stratification_collapse,21.31,1.0,0.0,4.47,0.515,7.97
1183,Penaeus_monodon,summer,very_poor,False,none,21.31,1.0,0.0,4.06,0.512,7.97
1184,Litopenaeus_vannamei,northeast,excellent,True,stratification_collapse,21.31,1.0,0.0,4.4,0.528,7.97
1185,Penaeus_monodon,summer,excellent,True,stratification_collapse,21.31,1.0,0.0,4.04,0.51,7.97
1186,Penaeus_monodon,northeast,excellent,False,none,21.31,1.0,0.0,4.7,0.507,7.97
1187,Penaeus_monodon,monsoon,poor,True,stratification_collapse,21.31,1.0,0.0,4.6,0.516,7.97
1188,Litopenaeus_vannamei,winter,very_poor,False,none,21.31,1.0,0.0,3.66,0.561,7.97
1189,Penaeus_monodon,winter,poor,False,none,21.31,1.0,0.0,4.3,0.509,7.97
1190,Penaeus_monodon,summer,excellent,False,none,21.31,1.0,0.0,3.94,0.507,7.97
1191,Penaeus_monodon,northeast,poor,False,none,21.31,1.0,0.0,4.59,0.506,7.97
1192,Penaeus_monodon,northeast,poor,False,none,21.31,1.0,0.0,4.56,0.52,7.97
1193,Penaeus_monodon,winter,very_poor,False,none,21.31,1.0,0.0,4.12,0.518,7.97
1194,Penaeus_monodon,summer,excellent,False,none,21.31,1.0,0.0,4.44,0.503,7.97
1195,Penaeus_monodon,winter,poor,False,none,21.31,1.0,0.0,3.83,0.514,7.97
1196,Litopenaeus_vannamei,northeast,very_poor,False,none,21.31,1.0,0.0,4.32,0.557,7.97
1197,Litopenaeus_vannamei,winter,excellent,False,none,21.31,1.0,0.0,4.45,0.513,7.97
1198,Penaeus_monodon,winter,good,False,none,21.31,1.0,0.0,4.07,0.506,7.97
1199,Litopenaeus_vannamei,monsoon,very_poor,False,none,21.31,1.0,0.0,4.54,0.531,7.97
1200,Penaeus_monodon,northeast,excellent,True,stratification_collapse,21.31,1.0,0.0,4.81,0.508,7.97
1201,Litopenaeus_vannamei,monsoon,poor,False,none,21.31,1.0,0.0,4.57,0.519,7.97
1202,Penaeus_monodon,winter,very_poor,True,stratification_collapse,21.31,1.0,0.0,4.56,0.506,7.97
1203,Litopenaeus_vannamei,northeast,good,False,none,21.31,1.0,0.0,4.43,0.515,7.97
1204,Penaeus_monodon,winter,poor,True,stratification_collapse,21.31,1.0,0.0,4.19,0.512,7.97
1205,Penaeus_monodon,winter,very_poor,True,stratification_collapse,21.31,1.0,0.0,3.88,0.517,7.97
1206,Penaeus_monodon,winter,poor,False,none,21.31,1.0,0.0,4.63,0.506,7.97
1207,Litopenaeus_vannamei,summer,poor,True,stratification_collapse,21.31,1.0,0.0,3.82,0.529,7.97
1208,Litopenaeus_vannamei,summer,very_poor,False,none,21.31,1.0,0.0,4.15,0.547,7.97
1209,Litopenaeus_vannamei,northeast,poor,False,none,21.31,1.0,0.0,4.09,0.536,7.97
1210,Litopenaeus_vannamei,winter,excellent,True,stratification_collapse,14.22,1.0,6.0,4.48,0.523,7.97
1211,Penaeus_monodon,winter,very_poor,False,none,21.31,1.0,0.0,3.94,0.507,7.97
1212,Penaeus_monodon,northeast,very_poor,False,none,21.31,1.0,0.0,4.33,0.509,7.97
1213,Penaeus_monodon,monsoon,poor,False,none,21.31,1.0,0.0,4.53,0.51,7.97
1214,Penaeus_monodon,summer,excellent,False,none,21.31,1.0,0.0,4.4,0.505,7.97
1215,Penaeus_monodon,winter,excellent,False,none,21.31,1.0,0.0,4.34,0.504,7.97
1216,Litopenaeus_vannamei,summer,good,False,none,21.31,1.0,0.0,4.31,0.523,7.97
1217,Litopenaeus_vannamei,monsoon,good,False,none,21.31,1.0,0.0,4.59,0.519,7.97
1218,Litopenaeus_vannamei,summer,excellent,False,none,21.31,1.0,0.0,4.34,0.515,7.97
1219,Penaeus_monodon,monsoon,poor,True,stratification_collapse,21.31,1.0,0.0,4.5,0.504,7.97
1220,Penaeus_monodon,northeast,excellent,False,none,21.31,1.0,0.0,4.49,0.506,7.97
1221,Litopenaeus_vannamei,winter,poor,True,sensor_fault,21.31,1.0,0.0,4.04,0.552,7.97
1222,Penaeus_monodon,winter,excellent,False,none,21.31,1.0,0.0,4.17,0.505,7.97
1223,Penaeus_monodon,winter,good,False,none,21.31,1.0,0.0,4.39,0.51,7.97
1224,Litopenaeus_vannamei,monsoon,very_poor,True,sensor_fault,21.31,1.0,0.0,4.37,0.535,7.97
1225,Penaeus_monodon,northeast,very_poor,True,stratification_collapse,21.31,1.0,0.0,4.43,0.516,7.97
1226,Penaeus_monodon,monsoon,poor,False,none,21.31,1.0,0.0,4.72,0.511,7.97
1227,Litopenaeus_vannamei,monsoon,good,False,none,21.31,1.0,0.0,4.36,0.521,7.97
1228,Litopenaeus_vannamei,northeast,good,False,none,21.31,1.0,0.0,4.58,0.523,7.97
1229,Litopenaeus_vannamei,winter,excellent,False,none,21.31,1.0,0.0,4.05,0.512,7.97
1230,Penaeus_monodon,summer,poor,False,none,21.31,1.0,0.0,4.36,0.51,7.97
1231,Penaeus_monodon,northeast,excellent,True,stratification_collapse,21.31,1.0,0.0,4.37,0.503,7.97
1232,Litopenaeus_vannamei,northeast,very_poor,False,none,21.31,1.0,0.0,3.89,0.542,7.97
1233,Penaeus_monodon,northeast,poor,False,none,21.31,1.0,0.0,4.31,0.511,7.97
1234,Penaeus_monodon,summer,excellent,False,none,21.31,1.0,0.0,3.9,0.502,7.97
1235,Penaeus_monodon,winter,very_poor,False,none,21.31,1.0,0.0,3.92,0.517,7.97
1236,Penaeus_monodon,winter,poor,False,none,21.31,1.0,0.0,3.84,0.513,7.97
1237,Litopenaeus_vannamei,winter,poor,False,none,21.31,1.0,0.0,4.48,0.526,7.97
1238,Litopenaeus_vannamei,winter,good,False,none,21.31,1.0,0.0,4.06,0.526,7.97
1239,Litopenaeus_vannamei,northeast,very_poor,False,none,21.31,1.0,0.0,4.08,0.546,7.97
1240,Penaeus_monodon,northeast,excellent,False,none,21.31,1.0,0.0,4.77,0.509,7.97
1241,Penaeus_monodon,monsoon,poor,False,none,21.31,1.0,0.0,4.51,0.515,7.97
1242,Litopenaeus_vannamei,northeast,very_poor,True,aerator_failure,0.74,0.0274,1812.0,0.0,0.538,7.97
1243,Penaeus_monodon,summer,very_poor,False,none,21.31,1.0,0.0,4.35,0.513,7.97
1244,Penaeus_monodon,summer,very_poor,False,none,21.31,1.0,0.0,4.09,0.521,7.97
1245,Litopenaeus_vannamei,summer,good,False,none,21.31,1.0,0.0,4.19,0.525,7.97
1246,Litopenaeus_vannamei,summer,good,False,none,21.31,1.0,0.0,4.28,0.517,7.97
1247,Litopenaeus_vannamei,summer,poor,True,stratification_collapse,21.31,1.0,0.0,3.77,0.523,7.97
1248,Litopenaeus_vannamei,northeast,very_poor,False,none,21.31,1.0,0.0,4.52,0.532,7.97
1249,Litopenaeus_vannamei,monsoon,good,False,none,21.31,1.0,0.0,4.6,0.512,7.97
1250,Litopenaeus_vannamei,winter,good,False,none,21.31,1.0,0.0,4.27,0.517,7.97
1251,Litopenaeus_vannamei,northeast,poor,True,stratification_collapse,21.31,1.0,0.0,4.17,0.52,7.97
1252,Penaeus_monodon,winter,excellent,False,none,21.31,1.0,0.0,4.32,0.506,7.97
1253,Litopenaeus_vannamei,monsoon,very_poor,False,none,21.31,1.0,0.0,4.18,0.533,7.97
1254,Penaeus_monodon,monsoon,poor,False,none,21.31,1.0,0.0,4.59,0.51,7.97
1255,Penaeus_monodon,northeast,good,False,none,21.31,1.0,0.0,4.54,0.505,7.97
1256,Litopenaeus_vannamei,summer,very_poor,False,none,21.31,1.0,0.0,3.67,0.544,7.97
1257,Penaeus_monodon,monsoon,poor,True,stratification_collapse,21.31,1.0,0.0,4.78,0.512,7.97
1258,Litopenaeus_vannamei,northeast,very_poor,False,none,21.31,1.0,0.0,4.15,0.544,7.97
1259,Penaeus_monodon,monsoon,very_poor,True,stratification_collapse,21.31,1.0,0.0,4.66,0.509,7.97
1260,Litopenaeus_vannamei,monsoon,poor,False,none,21.31,1.0,0.0,4.47,0.516,7.97
1261,Litopenaeus_vannamei,northeast,excellent,False,none,21.31,1.0,0.0,4.43,0.513,7.97
1262,Litopenaeus_vannamei,northeast,good,False,none,21.31,1.0,0.0,4.48,0.514,7.97
1263,Litopenaeus_vannamei,monsoon,poor,False,none,21.31,1.0,0.0,4.53,0.544,7.97
1264,Litopenaeus_vannamei,winter,very_poor,False,none,21.31,1.0,0.0,3.65,0.552,7.97
1265,Litopenaeus_vannamei,summer,poor,False,none,21.31,1.0,0.0,4.26,0.545,7.97
1266,Litopenaeus_vannamei,northeast,good,False,none,21.31,1.0,0.0,4.55,0.52,7.97
1267,Litopenaeus_vannamei,northeast,good,False,none,21.31,1.0,0.0,4.46,0.511,7.97
1268,Litopenaeus_vannamei,summer,good,False,none,21.31,1.0,0.0,4.39,0.522,7.97
1269,Penaeus_monodon,monsoon,good,False,none,21.31,1.0,0.0,4.48,0.512,7.97
1270,Litopenaeus_vannamei,winter,excellent,False,none,21.31,1.0,0.0,4.61,0.516,7.97
1271,Penaeus_monodon,summer,excellent,False,none,21.31,1.0,0.0,3.86,0.505,7.97
1272,Litopenaeus_vannamei,summer,good,False,none,21.31,1.0,0.0,4.43,0.507,7.97
1273,Litopenaeus_vannamei,winter,good,True,stratification_collapse,21.31,1.0,0.0,4.08,0.512,7.97
1274,Litopenaeus_vannamei,northeast,very_poor,False,none,21.31,1.0,0.0,3.73,0.585,7.97
1275,Penaeus_monodon,northeast,excellent,True,stratification_collapse,21.31,1.0,0.0,4.63,0.511,7.97
1276,Litopenaeus_vannamei,monsoon,poor,False,none,21.31,1.0,0.0,4.41,0.557,7.97
1277,Litopenaeus_vannamei,winter,very_poor,False,none,21.31,1.0,0.0,4.38,0.543,7.97
1278,Litopenaeus_vannamei,summer,good,False,none,21.31,1.0,0.0,4.01,0.522,7.97
1279,Penaeus_monodon,northeast,poor,False,none,21.31,1.0,0.0,4.43,0.508,7.97
1280,Penaeus_monodon,northeast,very_poor,False,none,21.31,1.0,0.0,4.17,0.511,7.97
1281,Litopenaeus_vannamei,monsoon,very_poor,False,none,21.31,1.0,0.0,4.36,0.552,7.97
1282,Litopenaeus_vannamei,monsoon,good,False,none,21.31,1.0,0.0,4.66,0.513,7.97
1283,Penaeus_monodon,summer,very_poor,True,stratification_collapse,21.31,1.0,0.0,4.26,0.529,7.97
1284,Penaeus_monodon,winter,good,True,stratification_collapse,21.31,1.0,0.0,4.11,0.511,7.97
1285,Penaeus_monodon,winter,good,False,none,21.31,1.0,0.0,4.3,0.503,7.97
1286,Penaeus_monodon,summer,excellent,True,stratification_collapse,21.31,1.0,0.0,4.39,0.506,7.97
1287,Penaeus_monodon,summer,excellent,True,stratification_collapse,21.31,1.0,0.0,4.45,0.505,7.97
1288,Litopenaeus_vannamei,winter,poor,True,stratification_collapse,21.31,1.0,0.0,4.19,0.534,7.97
1289,Penaeus_monodon,monsoon,very_poor,True,stratification_collapse,21.31,1.0,0.0,4.74,0.506,7.97
1290,Penaeus_monodon,northeast,good,True,stratification_collapse,21.31,1.0,0.0,4.53,0.507,7.97
1291,Penaeus_monodon,monsoon,very_poor,True,stratification_collapse,21.31,1.0,0.0,4.74,0.52,7.97
1292,Penaeus_monodon,monsoon,very_poor,False,none,21.31,1.0,0.0,4.45,0.518,7.97
1293,Penaeus_monodon,summer,very_poor,False,none,21.31,1.0,0.0,3.9,0.508,7.97
1294,Penaeus_monodon,monsoon,excellent,False,none,21.31,1.0,0.0,4.49,0.504,7.97
1295,Litopenaeus_vannamei,winter,good,False,none,21.31,1.0,0.0,4.08,0.524,7.97
1296,Penaeus_monodon,northeast,excellent,False,none,21.31,1.0,0.0,4.49,0.505,7.97
1297,Penaeus_monodon,northeast,very_poor,False,none,21.31,1.0,0.0,4.71,0.511,7.97
1298,Litopenaeus_vannamei,northeast,very_poor,False,none,21.31,1.0,0.0,3.89,0.565,7.97
1299,Penaeus_monodon,winter,good,False,none,21.31,1.0,0.0,4.2,0.509,7.97
1300,Penaeus_monodon,northeast,very_poor,False,none,21.31,1.0,0.0,4.36,0.512,7.97
1301,Penaeus_monodon,winter,poor,False,none,21.31,1.0,0.0,4.22,0.521,7.97
1302,Penaeus_monodon,summer,very_poor,True,stratification_collapse,21.31,1.0,0.0,4.4,0.52,7.97
1303,Penaeus_monodon,northeast,poor,False,none,21.31,1.0,0.0,4.6,0.527,7.97
1304,Penaeus_monodon,northeast,excellent,False,none,21.31,1.0,0.0,4.81,0.505,7.97
1305,Litopenaeus_vannamei,winter,very_poor,False,none,21.31,1.0,0.0,4.27,0.554,7.97
1306,Penaeus_monodon,summer,good,False,none,21.31,1.0,0.0,4.16,0.51,7.97
1307,Litopenaeus_vannamei,winter,poor,False,none,21.31,1.0,0.0,4.19,0.537,7.97
1308,Penaeus_monodon,monsoon,good,False,none,21.31,1.0,0.0,4.65,0.505,7.97
1309,Penaeus_monodon,winter,poor,False,none,21.31,1.0,0.0,4.53,0.525,7.97
1310,Litopenaeus_vannamei,northeast,excellent,True,stratification_collapse,21.31,1.0,0.0,4.2,0.516,7.97
1311,Litopenaeus_vannamei,northeast,poor,False,none,21.31,1.0,0.0,4.51,0.518,7.97
1312,Penaeus_monodon,monsoon,good,False,none,21.31,1.0,0.0,4.43,0.509,7.97
1313,Penaeus_monodon,monsoon,poor,False,none,21.31,1.0,0.0,4.48,0.509,7.97
1314,Penaeus_monodon,summer,very_poor,False,none,21.31,1.0,0.0,4.34,0.512,7.97
1315,Penaeus_monodon,northeast,very_poor,False,none,21.31,1.0,0.0,4.47,0.504,7.97
1316,Litopenaeus_vannamei,monsoon,excellent,False,none,21.31,1.0,0.0,4.42,0.508,7.97
1317,Penaeus_monodon,northeast,excellent,False,none,21.31,1.0,0.0,4.8,0.51,7.97
1318,Penaeus_monodon,winter,poor,False,none,21.31,1.0,0.0,3.92,0.513,7.97
1319,Penaeus_monodon,northeast,very_poor,False,none,21.31,1.0,0.0,4.39,0.512,7.97
1320,Litopenaeus_vannamei,monsoon,good,False,none,21.31,1.0,0.0,4.43,0.516,7.97
1321,Penaeus_monodon,monsoon,good,True,stratification_collapse,21.31,1.0,0.0,4.7,0.508,7.97
1322,Penaeus_monodon,northeast,poor,False,none,21.31,1.0,0.0,4.25,0.512,7.97
